id	Description	p.adjust	NES	negLogP
GO:0000302	response to reactive oxygen species	0.0487992245254242	-1.46921053956679	1.31158707937034
GO:0001503	ossification	0.000445308093883337	-1.6445601592242	3.35133941109621
GO:0001558	regulation of cell growth	0.0251730208230316	-1.39338016751003	1.59906466494218
GO:0001649	osteoblast differentiation	0.00506021480756149	-1.65335002363906	2.29583104684429
GO:0001667	ameboidal-type cell migration	0.000427054710165621	-1.59937714143204	3.36951648375485
GO:0001701	in utero embryonic development	0.000349945458684192	-1.57901892133886	3.45599963804482
GO:0001763	morphogenesis of a branching structure	5.4536717279738e-07	-2.01754925698014	6.26331100702882
GO:0001817	regulation of cytokine production	6.242584959613e-05	-1.54558889488232	4.20463553832543
GO:0001894	tissue homeostasis	0.0132150666431586	-1.56097373544975	1.87893064239356
GO:0001952	regulation of cell-matrix adhesion	0.0317335527595319	-1.56252800773725	1.49848130333337
GO:0002009	morphogenesis of an epithelium	4.958e-08	-1.85892212984319	7.3046934775682
GO:0002504	antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	0.0487992245254242	-1.62408079315544	1.31158707937034
GO:0002521	leukocyte differentiation	0.00117331398616092	-1.49698435237147	2.93058575241156
GO:0002683	negative regulation of immune system process	7.60364163156613e-05	-1.62131134087594	4.11897836012602
GO:0002830	positive regulation of type 2 immune response	0.035006010638572	-1.66788499985314	1.4558573795627
GO:0003013	circulatory system process	0.00205701847342979	-1.53189515274163	2.68676180802691
GO:0003073	regulation of systemic arterial blood pressure	0.0010854349555718	-1.90937455036732	2.96439619642202
GO:0006006	glucose metabolic process	0.0109701917287149	-1.59466834486052	1.95978578208844
GO:0006007	glucose catabolic process	0.0178959786855289	-1.75137634646793	1.74724454616459
GO:0006091	generation of precursor metabolites and energy	0.000258044915817385	-1.61430395160852	3.5883046932854
GO:0006096	glycolytic process	0.0153748428956379	-1.6815571118912	1.81318931327002
GO:0006119	oxidative phosphorylation	0.000445308093883337	-1.8790352885153	3.35133941109621
GO:0006457	protein folding	0.0287780738769069	-1.54709158703714	1.54093827685612
GO:0006518	peptide metabolic process	0.0318822883179735	-1.28497546703203	1.496450515124
GO:0006576	biogenic amine metabolic process	0.0397820452629208	-1.64508856939175	1.40031289281623
GO:0006734	NADH metabolic process	0.0494911104399582	-1.56979453840597	1.30547280174479
GO:0006805	xenobiotic metabolic process	0.024392194012307	-1.68908386859004	1.61274913430768
GO:0006812	monoatomic cation transport	5.58712338826911e-06	-1.57074014952361	5.25281173740077
GO:0006869	lipid transport	0.0131415847215532	-1.46073103718301	1.8813522607787
GO:0006935	chemotaxis	0.000148477831249107	-1.70896026801331	3.82833838462888
GO:0006936	muscle contraction	0.000917733950992813	-1.71542624515611	3.03728320154607
GO:0006954	inflammatory response	7.57518292014355e-05	-1.53693039665179	4.12060687566396
GO:0007162	negative regulation of cell adhesion	0.000445308093883337	-1.66798676893492	3.35133941109621
GO:0007229	integrin-mediated signaling pathway	0.00166834435071241	-1.86262707792187	2.77771430490963
GO:0007416	synapse assembly	0.00953119716711744	-1.60879843180033	2.02085254632713
GO:0007507	heart development	0.000427054710165621	-1.52196114965441	3.36951648375485
GO:0007565	female pregnancy	0.00816398669142598	-1.71789172777669	2.08809771192326
GO:0007586	digestion	0.022590509043149	-1.68096553019478	1.64607398279633
GO:0007589	body fluid secretion	0.000271624111158629	-1.99318592340459	3.56603168182019
GO:0007595	lactation	0.0139353142933928	-1.78409923074174	1.85588323187734
GO:0008285	negative regulation of cell population proliferation	1.87728817683492e-06	-1.63269528088113	5.7264690550277
GO:0008544	epidermis development	1.67690551883132e-06	-1.93364495409499	5.7754914059724
GO:0008610	lipid biosynthetic process	0.0392341917279376	-1.30026071905257	1.40633528995707
GO:0009150	purine ribonucleotide metabolic process	8.14800643407257e-05	-1.66265837978875	4.08894863673114
GO:0009154	purine ribonucleotide catabolic process	0.00659989676435145	-1.70552675181534	2.18046285764346
GO:0009308	amine metabolic process	0.0228754965697407	-1.6475808411565	1.64062946971364
GO:0009309	amine biosynthetic process	0.0434285114569531	-1.61147663826855	1.36222505613421
GO:0009410	response to xenobiotic stimulus	0.0268953685842451	-1.4723831273591	1.57032249960646
GO:0009713	catechol-containing compound biosynthetic process	0.0170120077563235	-1.73756279359646	1.7692444279491
GO:0010586	miRNA metabolic process	0.0328829550380756	-1.60037414348528	1.48302916135511
GO:0010720	positive regulation of cell development	0.00628494273416484	-1.43374637792363	2.20169867507421
GO:0010876	lipid localization	0.00962047280598622	-1.46479113253922	2.016803583681
GO:0010952	positive regulation of peptidase activity	0.0434285114569531	-1.48356507419404	1.36222505613421
GO:0010959	regulation of metal ion transport	0.00853444572886813	-1.50789278690627	2.06882467896759
GO:0014070	response to organic cyclic compound	0.00159549683377846	-1.47534792109972	2.7971040533156
GO:0015718	monocarboxylic acid transport	0.00913967835884612	-1.71248711782301	2.03906908757428
GO:0016052	carbohydrate catabolic process	0.0431821787704722	-1.54117444208566	1.36469544898368
GO:0018958	phenol-containing compound metabolic process	0.0218863654384081	-1.65150518906868	1.65982635360341
GO:0019079	viral genome replication	0.00761911585466735	-1.72905065893762	2.11809542258656
GO:0019216	regulation of lipid metabolic process	0.0239888846845266	-1.42552734148457	1.61998994322081
GO:0019229	regulation of vasoconstriction	0.0251730208230316	-1.68415111381033	1.59906466494218
GO:0019693	ribose phosphate metabolic process	6.242584959613e-05	-1.64120267356178	4.20463553832543
GO:0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II	0.0342870177906664	-1.67837097919472	1.46487028722045
GO:0021700	developmental maturation	0.000402099710789784	-1.66583879480905	3.39566623926328
GO:0022600	digestive system process	0.0379900605588403	-1.65621636679726	1.42033001414864
GO:0030003	intracellular monoatomic cation homeostasis	0.00712095073035405	-1.44579473909834	2.14746201909039
GO:0030029	actin filament-based process	4.958e-08	-1.68733894148389	7.3046934775682
GO:0030036	actin cytoskeleton organization	4.958e-08	-1.71364668063541	7.3046934775682
GO:0030198	extracellular matrix organization	0.000208531103226618	-1.68886518936043	3.68082915914463
GO:0030278	regulation of ossification	0.00199958832520598	-1.79236163311072	2.69905940758329
GO:0030318	melanocyte differentiation	0.00853444572886813	-1.8541332724709	2.06882467896759
GO:0030335	positive regulation of cell migration	4.958e-08	-1.7724279306926	7.3046934775682
GO:0030595	leukocyte chemotaxis	0.000445308093883337	-1.82365873969735	3.35133941109621
GO:0030855	epithelial cell differentiation	4.958e-08	-1.8949451079853	7.3046934775682
GO:0031347	regulation of defense response	0.0158685796250869	-1.33918717228254	1.79946194461209
GO:0031589	cell-substrate adhesion	0.0108780115554467	-1.48676603933946	1.96345048418015
GO:0031668	cellular response to extracellular stimulus	0.0406404090577958	-1.4374997112432	1.3910419293991
GO:0032092	positive regulation of protein binding	0.0174813856468879	1.84760166983949	1.7574241463614
GO:0032102	negative regulation of response to external stimulus	0.00347523122700044	-1.54317524436139	2.4590162940179
GO:0032103	positive regulation of response to external stimulus	0.0131038404554517	-1.40511190549278	1.88260140326213
GO:0032535	regulation of cellular component size	0.0196287923592962	-1.41135926371886	1.70710641908707
GO:0032787	monocarboxylic acid metabolic process	2.70851384164994e-05	-1.59980714974414	4.56726894064284
GO:0032940	secretion by cell	0.003063085120374	-1.39552110511084	2.51384093437362
GO:0032941	secretion by tissue	0.00930075627933426	-1.80942617266725	2.03148173589901
GO:0032956	regulation of actin cytoskeleton organization	0.0420274941451465	-1.40385190276532	1.37646650367476
GO:0032970	regulation of actin filament-based process	0.0173319070562406	-1.45895336109141	1.76115364857085
GO:0032989	cellular anatomical entity morphogenesis	0.00012938637025136	-1.51049310691662	3.88811147047094
GO:0033002	muscle cell proliferation	0.00180931244820852	-1.68228779697863	2.74248642881974
GO:0033108	mitochondrial respiratory chain complex assembly	0.0153748428956379	-1.60976826809389	1.81318931327002
GO:0033674	positive regulation of kinase activity	0.00180931244820852	-1.58738375810129	2.74248642881974
GO:0033993	response to lipid	0.000651144721955757	-1.47891183169027	3.18632247539247
GO:0034220	monoatomic ion transmembrane transport	7.57518292014355e-05	-1.55301283202952	4.12060687566396
GO:0034329	cell junction assembly	2.39624313805265e-05	-1.6854518102186	4.62046911776965
GO:0034330	cell junction organization	1.29353558550627e-07	-1.62681722873822	6.88822161922697
GO:0034614	cellular response to reactive oxygen species	0.0413057782121726	-1.53252116720089	1.38398919119754
GO:0034762	regulation of transmembrane transport	0.0266561830146242	-1.39958853476029	1.57420203850678
GO:0035088	establishment or maintenance of apical/basal cell polarity	0.00718916494178148	-1.79027378894572	2.14332155220933
GO:0035089	establishment of apical/basal cell polarity	0.0148067021242855	-1.76112782424047	1.82954166050069
GO:0035988	chondrocyte proliferation	0.0287780738769069	-1.72471024048981	1.54093827685612
GO:0039532	negative regulation of cytoplasmic pattern recognition receptor signaling pathway	0.0420635211652856	-1.66557758288657	1.37609437504852
GO:0040008	regulation of growth	0.00962047280598622	-1.39264285711908	2.016803583681
GO:0040013	negative regulation of locomotion	0.000555439465591553	-1.63849863903263	3.25536326560177
GO:0040017	positive regulation of locomotion	4.958e-08	-1.7889547906821	7.3046934775682
GO:0042092	type 2 immune response	0.0275365578930978	-1.67419234034204	1.56009034808278
GO:0042303	molting cycle	0.00420492299624132	-1.77414070268559	2.37624195292521
GO:0042330	taxis	0.000148477831249107	-1.70896026801331	3.82833838462888
GO:0042401	biogenic amine biosynthetic process	0.0434285114569531	-1.61147663826855	1.36222505613421
GO:0042403	thyroid hormone metabolic process	0.0111106928068773	-1.79968726184956	1.95425885979695
GO:0042423	catecholamine biosynthetic process	0.0170120077563235	-1.73756279359646	1.7692444279491
GO:0042445	hormone metabolic process	0.00024612247823776	-1.89418604939045	3.60884872059699
GO:0042633	hair cycle	0.00420492299624132	-1.77414070268559	2.37624195292521
GO:0042692	muscle cell differentiation	0.00140638719755685	-1.55237269620245	2.85189509566601
GO:0043029	T cell homeostasis	0.0318822883179735	-1.66677204578891	1.496450515124
GO:0043473	pigmentation	0.00941209856334913	-1.67808088519787	2.02631353354717
GO:0043604	amide biosynthetic process	0.00926030348376486	-1.36200382589214	2.03337478014693
GO:0044057	regulation of system process	4.90053807037531e-05	-1.64390061713885	4.30975623259077
GO:0044283	small molecule biosynthetic process	0.00323690299339142	-1.47220505284052	2.48987031575532
GO:0044706	multi-multicellular organism process	0.0134622653406515	-1.64001830809314	1.87088185376998
GO:0045071	negative regulation of viral genome replication	0.00711720444739932	-1.82866680052731	2.14769055853698
GO:0045087	innate immune response	0.0196287923592962	-1.3111990119538	1.70710641908707
