from	to	weight
GO:2000193	GO:0006869	0.454
GO:1905952	GO:0006869	0.409
GO:0001503	GO:0001894	0.311
GO:0050878	GO:0001894	0.36
GO:0003073	GO:0001894	0.319
GO:0090130	GO:0001894	0.311
GO:0042303	GO:0001894	0.311
GO:0034101	GO:0001894	0.311
GO:0090066	GO:0001894	0.36
GO:0050801	GO:0001894	0.367
GO:0060249	GO:0001894	0.691
GO:0042391	GO:0001894	0.36
GO:0007586	GO:0001894	0.311
GO:0051235	GO:0001894	0.339
GO:0120162	GO:0001894	0.356
GO:0099072	GO:0001894	0.36
GO:0120163	GO:0001894	0.356
GO:0042445	GO:0060249	0.369
GO:0050878	GO:0060249	0.491
GO:0003073	GO:0060249	0.316
GO:0034101	GO:0060249	0.438
GO:0008360	GO:0060249	0.311
GO:0090066	GO:0060249	0.491
GO:0030003	GO:0060249	0.317
GO:0050801	GO:0060249	0.527
GO:0001894	GO:0060249	0.691
GO:0042391	GO:0060249	0.491
GO:0032535	GO:0060249	0.303
GO:0051235	GO:0060249	0.447
GO:0043029	GO:0060249	0.396
GO:0099072	GO:0060249	0.491
GO:0006935	GO:0009636	0.454
GO:0042330	GO:0009636	0.307
GO:0033993	GO:0009636	0.491
GO:0014070	GO:0009636	0.491
GO:0009266	GO:0009636	0.329
GO:0071345	GO:0009636	0.315
GO:0071496	GO:0009636	0.329
GO:0009611	GO:0009636	0.329
GO:0046688	GO:0009636	0.417
GO:0071396	GO:0009636	0.315
GO:1901654	GO:0009636	0.434
GO:0071363	GO:0009636	0.315
GO:0070848	GO:0009636	0.491
GO:0006805	GO:0009636	0.301
GO:0035455	GO:0009636	0.417
GO:0009410	GO:0009636	0.605
GO:0033273	GO:0009636	0.409
GO:0043627	GO:0009636	0.401
GO:0046677	GO:0009636	0.605
GO:0051606	GO:0009636	0.428
GO:0071407	GO:0009636	0.315
GO:0000302	GO:0009636	0.401
GO:0014075	GO:0009636	0.383
GO:0098609	GO:0045103	0.388
GO:0030036	GO:0045103	0.311
GO:0030029	GO:0045103	0.543
GO:0034330	GO:0045103	0.357
GO:0050673	GO:0045103	0.428
GO:0097435	GO:0045103	0.357
GO:0034220	GO:0045103	0.311
GO:0045229	GO:0045103	0.357
GO:0098743	GO:0045103	0.543
GO:0006091	GO:0045103	0.388
GO:0007610	GO:0045103	0.306
GO:0048863	GO:0045103	0.334
GO:0033627	GO:0045103	0.388
GO:0033002	GO:0045103	0.428
GO:0046649	GO:0045103	0.338
GO:0072593	GO:0045103	0.388
GO:0032940	GO:0045103	0.311
GO:0050865	GO:0045103	0.323
GO:0035088	GO:0045103	0.357
GO:0061245	GO:0045103	0.428
GO:0045104	GO:0045103	0.573
GO:0070661	GO:0045103	0.428
GO:0043473	GO:0045103	0.306
GO:0099537	GO:0045103	0.301
GO:0031589	GO:0045103	0.388
GO:0071887	GO:0045103	0.311
GO:0006897	GO:0045103	0.349
GO:0090162	GO:0045103	0.357
GO:0032970	GO:0045103	0.323
GO:0048144	GO:0045103	0.428
GO:0048511	GO:0045103	0.306
GO:0072089	GO:0045103	0.428
GO:0035988	GO:0045103	0.428
GO:0006457	GO:0045103	0.543
GO:0042254	GO:0045103	0.311
GO:0046649	GO:0050798	0.568
GO:0070661	GO:0050798	0.446
GO:0046006	GO:0050798	0.625
GO:0098609	GO:0099560	0.565
GO:0034330	GO:0099560	0.551
GO:0097435	GO:0099560	0.358
GO:0034329	GO:0099560	0.377
GO:0045229	GO:0099560	0.358
GO:0033627	GO:0099560	0.378
GO:0007416	GO:0099560	0.359
GO:0031589	GO:0099560	0.378
GO:0099174	GO:0099560	0.368
GO:0001763	GO:0044706	0.352
GO:0001503	GO:0044706	0.469
GO:0006936	GO:0044706	0.313
GO:0090130	GO:0044706	0.469
GO:0090132	GO:0044706	0.373
GO:0003013	GO:0044706	0.373
GO:0071604	GO:0044706	0.304
GO:0042303	GO:0044706	0.469
GO:0042633	GO:0044706	0.373
GO:0097205	GO:0044706	0.313
GO:0007565	GO:0044706	0.66
GO:0050886	GO:0044706	0.373
GO:0032941	GO:0044706	0.347
GO:0035019	GO:0044706	0.323
GO:0046849	GO:0044706	0.373
GO:0007586	GO:0044706	0.469
GO:0022600	GO:0044706	0.33
GO:0008285	GO:0046006	0.305
GO:0046649	GO:0046006	0.371
GO:0050865	GO:0046006	0.405
GO:0050798	GO:0046006	0.625
GO:0030855	GO:0045198	0.483
GO:0002009	GO:0045198	0.431
GO:0048729	GO:0045198	0.357
GO:0030856	GO:0045198	0.32
GO:0035088	GO:0045198	0.343
GO:0090162	GO:0045198	0.371
GO:0035089	GO:0045198	0.565
GO:0048732	GO:0007595	0.551
GO:0060485	GO:0007595	0.383
GO:0072001	GO:0007595	0.338
GO:0048568	GO:0007595	0.397
GO:0001944	GO:0007595	0.338
GO:0007589	GO:0007595	0.69
GO:0007507	GO:0007595	0.383
GO:0050878	GO:0007595	0.411
GO:0030323	GO:0007595	0.397
GO:0032940	GO:0007595	0.322
GO:0032941	GO:0007595	0.423
GO:0051047	GO:0007595	0.306
GO:0048535	GO:0007595	0.312
GO:0048705	GO:0007595	0.327
GO:0048483	GO:0007595	0.338
GO:0051235	GO:0007595	0.329
GO:2000027	GO:0007595	0.32
GO:0042445	GO:0042391	0.457
GO:0048167	GO:0042391	0.318
GO:0007589	GO:0042391	0.368
GO:0050878	GO:0042391	0.605
GO:0003073	GO:0042391	0.398
GO:0034101	GO:0042391	0.362
GO:0008360	GO:0042391	0.376
GO:0090066	GO:0042391	0.605
GO:0050801	GO:0042391	0.417
GO:0040008	GO:0042391	0.307
GO:0001894	GO:0042391	0.36
GO:0060249	GO:0042391	0.491
GO:0032535	GO:0042391	0.381
GO:0019228	GO:0042391	0.423
GO:0051235	GO:0042391	0.543
GO:0043029	GO:0042391	0.333
GO:0099072	GO:0042391	0.605
GO:0006935	GO:1901654	0.339
GO:0033993	GO:1901654	0.568
GO:0014070	GO:1901654	0.568
GO:0071345	GO:1901654	0.368
GO:0071396	GO:1901654	0.368
GO:0009636	GO:1901654	0.434
GO:0071363	GO:1901654	0.368
GO:0070848	GO:1901654	0.568
GO:0035455	GO:1901654	0.47
GO:0009410	GO:1901654	0.434
GO:0043627	GO:1901654	0.451
GO:0046677	GO:1901654	0.434
GO:0051606	GO:1901654	0.313
GO:0071407	GO:1901654	0.368
GO:0000302	GO:1901654	0.477
GO:0014075	GO:1901654	0.437
GO:0030595	GO:0071363	0.308
GO:0033993	GO:0071363	0.403
GO:0014070	GO:0071363	0.403
GO:0071280	GO:0071363	0.319
GO:0071345	GO:0071363	0.639
GO:0071396	GO:0071363	0.639
GO:0009636	GO:0071363	0.315
GO:1901654	GO:0071363	0.368
GO:0070848	GO:0071363	0.63
GO:0006805	GO:0071363	0.394
GO:0035455	GO:0071363	0.324
GO:0009410	GO:0071363	0.315
GO:0043627	GO:0071363	0.319
GO:0046677	GO:0071363	0.315
GO:0071320	GO:0071363	0.371
GO:0034614	GO:0071363	0.309
GO:0071407	GO:0071363	0.639
GO:0014075	GO:0071363	0.305
GO:0030029	GO:0090162	0.357
GO:0098743	GO:0090162	0.357
GO:0035088	GO:0090162	0.387
GO:0061245	GO:0090162	0.491
GO:0045103	GO:0090162	0.357
GO:0045198	GO:0090162	0.371
GO:0035089	GO:0090162	0.408
GO:0006457	GO:0090162	0.357
GO:0035088	GO:0035089	0.638
GO:0061245	GO:0035089	0.528
GO:0045198	GO:0035089	0.565
GO:0090162	GO:0035089	0.408
GO:0040017	GO:0050920	0.443
GO:0006935	GO:0050920	0.67
GO:0042330	GO:0050920	0.53
GO:0097485	GO:0050920	0.356
GO:0030595	GO:0050920	0.379
GO:0040013	GO:0050920	0.443
GO:0032102	GO:0050920	0.518
GO:0032103	GO:0050920	0.518
GO:0031347	GO:0050920	0.316
GO:0050776	GO:0050920	0.355
GO:0001817	GO:0051604	0.313
GO:0052547	GO:0051604	0.409
GO:0071604	GO:0051604	0.415
GO:1901615	GO:0051604	0.321
GO:0120254	GO:0051604	0.321
GO:0006665	GO:0051604	0.442
GO:0009308	GO:0051604	0.479
GO:0006518	GO:0051604	0.395
GO:0010586	GO:0051604	0.325
GO:0061614	GO:0051604	0.335
GO:0008610	GO:0051604	0.311
GO:0006576	GO:0051604	0.318
GO:0016052	GO:0051604	0.311
GO:0032787	GO:0006096	0.359
GO:0019693	GO:0006096	0.377
GO:0009150	GO:0006096	0.604
GO:0006119	GO:0006096	0.36
GO:0009154	GO:0006096	0.447
GO:0046434	GO:0006096	0.339
GO:0072523	GO:0006096	0.35
GO:0016052	GO:0006096	0.406
GO:0030036	GO:0033108	0.344
GO:0034330	GO:0033108	0.332
GO:0097435	GO:0033108	0.332
GO:0034329	GO:0033108	0.417
GO:0045229	GO:0033108	0.332
GO:1901888	GO:0033108	0.315
GO:0031333	GO:0033108	0.422
GO:0045104	GO:0033108	0.344
GO:0033622	GO:0033108	0.571
GO:0007229	GO:0050850	0.364
GO:0070371	GO:0050850	0.378
GO:0007266	GO:0050850	0.329
GO:0006954	GO:0031347	0.484
GO:0032102	GO:0031347	0.355
GO:0009611	GO:0031347	0.368
GO:0040008	GO:0031347	0.316
GO:0032103	GO:0031347	0.355
GO:0050920	GO:0031347	0.316
GO:0045087	GO:0031347	0.32
GO:0050776	GO:0031347	0.41
GO:1901615	GO:0009713	0.348
GO:0042403	GO:0009713	0.422
GO:0042423	GO:0009713	0.695
GO:0018958	GO:0009713	0.609
GO:0061614	GO:0009713	0.364
GO:0009309	GO:0009713	0.315
GO:0043604	GO:0042423	0.322
GO:0042403	GO:0042423	0.376
GO:0009713	GO:0042423	0.695
GO:0018958	GO:0042423	0.434
GO:0009308	GO:0042423	0.319
GO:0006576	GO:0042423	0.469
GO:0009309	GO:0042423	0.601
GO:0042401	GO:0042423	0.689
GO:0006935	GO:0070848	0.373
GO:0033993	GO:0070848	0.639
GO:0014070	GO:0070848	0.639
GO:0071345	GO:0070848	0.403
GO:0046688	GO:0070848	0.319
GO:0071396	GO:0070848	0.403
GO:0009636	GO:0070848	0.491
GO:1901654	GO:0070848	0.568
GO:0071363	GO:0070848	0.63
GO:0035455	GO:0070848	0.527
GO:0009410	GO:0070848	0.491
GO:0033273	GO:0070848	0.324
GO:0043627	GO:0070848	0.5
GO:0046677	GO:0070848	0.491
GO:0051606	GO:0070848	0.357
GO:0071407	GO:0070848	0.403
GO:0000302	GO:0070848	0.319
GO:0014075	GO:0070848	0.486
GO:0030036	GO:0032970	0.366
GO:0030029	GO:0032970	0.595
GO:0008285	GO:0032970	0.447
GO:0045596	GO:0032970	0.364
GO:0098743	GO:0032970	0.323
GO:0048167	GO:0032970	0.344
GO:0007162	GO:0032970	0.425
GO:0043065	GO:0032970	0.304
GO:0045785	GO:0032970	0.425
GO:0007229	GO:0032970	0.418
GO:0030856	GO:0032970	0.31
GO:1901888	GO:0032970	0.362
GO:0050865	GO:0032970	0.582
GO:0120035	GO:0032970	0.384
GO:0048660	GO:0032970	0.442
GO:0048145	GO:0032970	0.467
GO:0044089	GO:0032970	0.425
GO:0040008	GO:0032970	0.384
GO:2000377	GO:0032970	0.426
GO:0099174	GO:0032970	0.337
GO:0016055	GO:0032970	0.341
GO:0045103	GO:0032970	0.323
GO:1903829	GO:0032970	0.334
GO:2000738	GO:0032970	0.313
GO:0070371	GO:0032970	0.392
GO:0001558	GO:0032970	0.425
GO:0034762	GO:0032970	0.451
GO:0007266	GO:0032970	0.372
GO:0006457	GO:0032970	0.323
GO:0072091	GO:0032970	0.467
GO:0001952	GO:0032970	0.384
GO:0032956	GO:0032970	0.607
GO:1900120	GO:0032092	0.549
GO:0051101	GO:0032092	0.437
GO:0006006	GO:0006007	0.656
GO:0016052	GO:0006007	0.588
GO:0030029	GO:0048144	0.428
GO:0050673	GO:0048144	0.605
GO:0008285	GO:0048144	0.382
GO:0098743	GO:0048144	0.428
GO:0033002	GO:0048144	0.605
GO:0048660	GO:0048144	0.344
GO:0048145	GO:0048144	0.608
GO:0061245	GO:0048144	0.329
GO:0070661	GO:0048144	0.605
GO:0045103	GO:0048144	0.428
GO:0072089	GO:0048144	0.605
GO:0035988	GO:0048144	0.605
GO:0006457	GO:0048144	0.428
GO:0072091	GO:0048144	0.368
GO:0048732	GO:0032291	0.411
GO:0001763	GO:0032291	0.361
GO:0060485	GO:0032291	0.377
GO:0061061	GO:0032291	0.319
GO:0072001	GO:0032291	0.444
GO:0048568	GO:0032291	0.395
GO:0001944	GO:0032291	0.444
GO:0007507	GO:0032291	0.377
GO:0030323	GO:0032291	0.395
GO:0002521	GO:0032291	0.311
GO:0021782	GO:0032291	0.37
GO:0001764	GO:0032291	0.316
GO:0051960	GO:0032291	0.428
GO:0048663	GO:0032291	0.346
GO:0007416	GO:0032291	0.405
GO:0048535	GO:0032291	0.308
GO:0048705	GO:0032291	0.328
GO:0048483	GO:0032291	0.571
GO:0001763	GO:0035019	0.395
GO:0021700	GO:0035019	0.338
GO:0001503	GO:0035019	0.364
GO:0090130	GO:0035019	0.364
GO:0042303	GO:0035019	0.364
GO:0001649	GO:0035019	0.303
GO:0044706	GO:0035019	0.323
GO:0007586	GO:0035019	0.364
GO:0048732	GO:0048483	0.583
GO:0001763	GO:0048483	0.439
GO:0008544	GO:0048483	0.303
GO:0060485	GO:0048483	0.537
GO:0061061	GO:0048483	0.381
GO:0001892	GO:0048483	0.344
GO:0072001	GO:0048483	0.605
GO:0048568	GO:0048483	0.55
GO:0001944	GO:0048483	0.605
GO:0001701	GO:0048483	0.355
GO:0007507	GO:0048483	0.537
GO:0098773	GO:0048483	0.415
GO:0030323	GO:0048483	0.55
GO:0060537	GO:0048483	0.303
GO:0071695	GO:0048483	0.346
GO:0002521	GO:0048483	0.384
GO:0021782	GO:0048483	0.473
GO:0001764	GO:0048483	0.423
GO:1903706	GO:0048483	0.363
GO:0051960	GO:0048483	0.595
GO:0048663	GO:0048483	0.454
GO:0050767	GO:0048483	0.384
GO:0061383	GO:0048483	0.327
GO:0060324	GO:0048483	0.346
GO:0007416	GO:0048483	0.516
GO:0048535	GO:0048483	0.47
GO:0048705	GO:0048483	0.475
GO:1905606	GO:0048483	0.305
GO:0007595	GO:0048483	0.338
GO:0032291	GO:0048483	0.571
GO:0007398	GO:0048483	0.303
GO:0035282	GO:0048483	0.414
GO:0060575	GO:0048483	0.383
GO:2000027	GO:0048483	0.41
GO:0061448	GO:0048483	0.303
GO:0030036	GO:0032535	0.37
GO:0034330	GO:0032535	0.501
GO:0097435	GO:0032535	0.501
GO:0034329	GO:0032535	0.357
GO:0032989	GO:0032535	0.391
GO:0030198	GO:0032535	0.379
GO:0045229	GO:0032535	0.501
GO:0050878	GO:0032535	0.381
GO:1901888	GO:0032535	0.332
GO:0120035	GO:0032535	0.347
GO:0090066	GO:0032535	0.63
GO:0045104	GO:0032535	0.37
GO:0099174	GO:0032535	0.405
GO:0060249	GO:0032535	0.303
GO:0042391	GO:0032535	0.381
GO:0051235	GO:0032535	0.358
GO:0001558	GO:0032535	0.379
GO:0033622	GO:0032535	0.322
GO:0099072	GO:0032535	0.381
GO:0009617	GO:0045087	0.535
GO:0006954	GO:0045087	0.383
GO:0009611	GO:0045087	0.31
GO:0006959	GO:0045087	0.438
GO:0031347	GO:0045087	0.32
GO:0050776	GO:0045087	0.353
GO:0042092	GO:0045087	0.438
GO:0045596	GO:0050771	0.391
GO:0097485	GO:0050771	0.446
GO:0030856	GO:0050771	0.33
GO:0051960	GO:0050771	0.348
GO:0120035	GO:0050771	0.31
GO:0050767	GO:0050771	0.53
GO:0060252	GO:0050771	0.333
GO:0048732	GO:0007398	0.324
GO:0030855	GO:0007398	0.43
GO:0002009	GO:0007398	0.451
GO:0048729	GO:0007398	0.584
GO:0001763	GO:0007398	0.383
GO:0008544	GO:0007398	0.639
GO:0060485	GO:0007398	0.484
GO:0061061	GO:0007398	0.491
GO:0072001	GO:0007398	0.303
GO:0001944	GO:0007398	0.303
GO:0021700	GO:0007398	0.357
GO:0098773	GO:0007398	0.361
GO:0060537	GO:0007398	0.639
GO:0071695	GO:0007398	0.434
GO:0042692	GO:0007398	0.303
GO:0048589	GO:0007398	0.313
GO:0061383	GO:0007398	0.413
GO:0003158	GO:0007398	0.527
GO:0060324	GO:0007398	0.434
GO:0048483	GO:0007398	0.303
GO:0060323	GO:0007398	0.333
GO:0061448	GO:0007398	0.639
GO:0019693	GO:0006665	0.305
GO:0009150	GO:0006665	0.322
GO:0006091	GO:0006665	0.369
GO:0072593	GO:0006665	0.369
GO:1901615	GO:0006665	0.32
GO:0120254	GO:0006665	0.32
GO:0042403	GO:0006665	0.403
GO:0051604	GO:0006665	0.442
GO:0018958	GO:0006665	0.335
GO:0009308	GO:0006665	0.51
GO:0019216	GO:0006665	0.368
GO:0046434	GO:0006665	0.311
GO:0006518	GO:0006665	0.534
GO:0072523	GO:0006665	0.308
GO:0010586	GO:0006665	0.319
GO:0008610	GO:0006665	0.389
GO:0006576	GO:0006665	0.466
GO:0009309	GO:0006665	0.395
GO:0042401	GO:0006665	0.342
GO:0016101	GO:0006665	0.461
GO:2000147	GO:1903829	0.381
GO:0030335	GO:1903829	0.336
GO:0045785	GO:1903829	0.421
GO:0050865	GO:1903829	0.334
GO:0010720	GO:1903829	0.307
GO:0044089	GO:1903829	0.421
GO:0032970	GO:1903829	0.334
GO:2000738	GO:1903829	0.319
GO:1904951	GO:1903829	0.47
GO:0034762	GO:1903829	0.375
GO:0043113	GO:1903829	0.449
GO:1905952	GO:1903829	0.355
GO:0001763	GO:0046849	0.316
GO:0001503	GO:0046849	0.428
GO:0090130	GO:0046849	0.428
GO:0090132	GO:0046849	0.329
GO:0003013	GO:0046849	0.329
GO:0042303	GO:0046849	0.428
GO:0042633	GO:0046849	0.329
GO:0050886	GO:0046849	0.329
GO:0032941	GO:0046849	0.311
GO:0044706	GO:0046849	0.373
GO:0007586	GO:0046849	0.428
GO:0032787	GO:0018958	0.326
GO:0019693	GO:0018958	0.347
GO:0009150	GO:0018958	0.35
GO:0006091	GO:0018958	0.428
GO:0072593	GO:0018958	0.428
GO:1901615	GO:0018958	0.571
GO:0120254	GO:0018958	0.346
GO:0042403	GO:0018958	0.681
GO:0009713	GO:0018958	0.609
GO:0042423	GO:0018958	0.434
GO:0006665	GO:0018958	0.335
GO:0006805	GO:0018958	0.323
GO:0046434	GO:0018958	0.355
GO:0006518	GO:0018958	0.355
GO:0072523	GO:0018958	0.359
GO:0010586	GO:0018958	0.441
GO:0061614	GO:0018958	0.346
GO:0006576	GO:0018958	0.327
GO:0016101	GO:0018958	0.314
GO:0030855	GO:2000738	0.312
GO:0045596	GO:2000738	0.526
GO:0048863	GO:2000738	0.512
GO:0042692	GO:2000738	0.321
GO:0045785	GO:2000738	0.383
GO:0030856	GO:2000738	0.441
GO:0050865	GO:2000738	0.313
GO:0050767	GO:2000738	0.362
GO:0001649	GO:2000738	0.327
GO:0010720	GO:2000738	0.673
GO:0044089	GO:2000738	0.383
GO:0032970	GO:2000738	0.313
GO:1903829	GO:2000738	0.319
GO:0060252	GO:2000738	0.418
GO:0010876	GO:0097120	0.343
GO:1902414	GO:0097120	0.652
GO:0002683	GO:0050776	0.526
GO:0032102	GO:0050776	0.397
GO:1903706	GO:0050776	0.34
GO:0040008	GO:0050776	0.331
GO:0006959	GO:0050776	0.489
GO:0032103	GO:0050776	0.397
GO:0050920	GO:0050776	0.355
GO:0031347	GO:0050776	0.41
GO:0045087	GO:0050776	0.353
GO:0042092	GO:0050776	0.489
GO:0002830	GO:0050776	0.651
GO:0045916	GO:0050776	0.465
GO:0048167	GO:0019228	0.306
GO:0042391	GO:0019228	0.423
GO:0001763	GO:0007586	0.393
GO:0044057	GO:0007586	0.323
GO:0007610	GO:0007586	0.306
GO:0001503	GO:0007586	0.543
GO:0006936	GO:0007586	0.357
GO:0090130	GO:0007586	0.543
GO:0090132	GO:0007586	0.428
GO:0030278	GO:0007586	0.323
GO:0003013	GO:0007586	0.428
GO:0071604	GO:0007586	0.339
GO:0042303	GO:0007586	0.543
GO:0042633	GO:0007586	0.428
GO:0001649	GO:0007586	0.307
GO:0097205	GO:0007586	0.357
GO:0050886	GO:0007586	0.428
GO:0032941	GO:0007586	0.387
GO:0043473	GO:0007586	0.306
GO:0001894	GO:0007586	0.311
GO:0044706	GO:0007586	0.469
GO:0035019	GO:0007586	0.364
GO:0046849	GO:0007586	0.428
GO:0048511	GO:0007586	0.306
GO:0035282	GO:0007586	0.31
GO:0022600	GO:0007586	0.687
GO:0007229	GO:0070371	0.575
GO:0050865	GO:0070371	0.392
GO:0016055	GO:0070371	0.453
GO:0050850	GO:0070371	0.378
GO:0032970	GO:0070371	0.392
GO:0034762	GO:0070371	0.306
GO:0007266	GO:0070371	0.537
GO:0031668	GO:0070371	0.379
GO:0030029	GO:0048511	0.306
GO:0098743	GO:0048511	0.306
GO:0021700	GO:0048511	0.306
GO:0007610	GO:0048511	0.412
GO:0046034	GO:0048511	0.306
GO:0001503	GO:0048511	0.306
GO:0090130	GO:0048511	0.306
GO:0045475	GO:0048511	0.381
GO:0042303	GO:0048511	0.306
GO:0043473	GO:0048511	0.412
GO:0045103	GO:0048511	0.306
GO:0007586	GO:0048511	0.306
GO:0006457	GO:0048511	0.306
GO:0051606	GO:0048511	0.306
GO:0032963	GO:0048511	0.306
GO:0006734	GO:0048511	0.306
GO:0046034	GO:0009308	0.325
GO:1901615	GO:0009308	0.45
GO:0120254	GO:0009308	0.45
GO:0042403	GO:0009308	0.364
GO:0051604	GO:0009308	0.479
GO:0042423	GO:0009308	0.319
GO:0006665	GO:0009308	0.51
GO:0006518	GO:0009308	0.545
GO:0032963	GO:0009308	0.325
GO:0006576	GO:0009308	0.647
GO:0009309	GO:0009308	0.536
GO:0042401	GO:0009308	0.467
GO:0006734	GO:0009308	0.325
GO:0042445	GO:0051235	0.423
GO:0048167	GO:0051235	0.306
GO:0007589	GO:0051235	0.466
GO:0050878	GO:0051235	0.543
GO:0003073	GO:0051235	0.372
GO:0034101	GO:0051235	0.34
GO:0008360	GO:0051235	0.357
GO:0090066	GO:0051235	0.543
GO:0050801	GO:0051235	0.385
GO:0010876	GO:0051235	0.342
GO:0001894	GO:0051235	0.339
GO:0060249	GO:0051235	0.447
GO:0007595	GO:0051235	0.329
GO:0042391	GO:0051235	0.543
GO:0032535	GO:0051235	0.358
GO:0043029	GO:0051235	0.314
GO:0099072	GO:0051235	0.543
GO:1905952	GO:0051235	0.36
GO:0001817	GO:0019216	0.347
GO:0052547	GO:0019216	0.398
GO:1901615	GO:0019216	0.344
GO:0120254	GO:0019216	0.344
GO:2000377	GO:0019216	0.318
GO:0006665	GO:0019216	0.368
GO:0120178	GO:0019216	0.32
GO:0008610	GO:0019216	0.477
GO:0016052	GO:0019216	0.329
GO:0016101	GO:0019216	0.354
GO:0006091	GO:0006805	0.468
GO:0006119	GO:0006805	0.329
GO:0030595	GO:0006805	0.319
GO:0072593	GO:0006805	0.468
GO:0071280	GO:0006805	0.332
GO:0071345	GO:0006805	0.394
GO:2000377	GO:0006805	0.312
GO:0071396	GO:0006805	0.394
GO:0009636	GO:0006805	0.301
GO:0071363	GO:0006805	0.394
GO:0018958	GO:0006805	0.323
GO:0009410	GO:0006805	0.484
GO:0046677	GO:0006805	0.301
GO:0031668	GO:0006805	0.306
GO:0034614	GO:0006805	0.321
GO:0071407	GO:0006805	0.394
GO:0044057	GO:0019229	0.517
GO:0003073	GO:0019229	0.363
GO:0030278	GO:0019229	0.301
GO:0003013	GO:0019229	0.356
GO:0090066	GO:0019229	0.322
GO:0040017	GO:1904951	0.357
GO:0010959	GO:1904951	0.311
GO:0051047	GO:1904951	0.415
GO:1903829	GO:1904951	0.47
GO:0034762	GO:1904951	0.363
GO:0051222	GO:1904951	0.596
GO:1902414	GO:1904951	0.355
GO:1905952	GO:1904951	0.454
GO:0034330	GO:0001558	0.368
GO:0097435	GO:0001558	0.368
GO:0008285	GO:0001558	0.336
GO:0032989	GO:0001558	0.308
GO:0045229	GO:0001558	0.368
GO:0007162	GO:0001558	0.323
GO:0045785	GO:0001558	0.323
GO:0007229	GO:0001558	0.307
GO:1901888	GO:0001558	0.504
GO:0050865	GO:0001558	0.425
GO:0120035	GO:0001558	0.506
GO:0048660	GO:0001558	0.328
GO:0031333	GO:0001558	0.424
GO:0048145	GO:0001558	0.343
GO:0044089	GO:0001558	0.39
GO:0040008	GO:0001558	0.577
GO:2000377	GO:0001558	0.319
GO:0099174	GO:0001558	0.473
GO:0048640	GO:0001558	0.311
GO:1905606	GO:0001558	0.317
GO:0032970	GO:0001558	0.425
GO:0032535	GO:0001558	0.379
GO:0034762	GO:0001558	0.348
GO:0072091	GO:0001558	0.343
GO:0046620	GO:0001558	0.324
GO:0032956	GO:0001558	0.439
GO:0006935	GO:0035455	0.319
GO:0033993	GO:0035455	0.527
GO:0014070	GO:0035455	0.527
GO:0071345	GO:0035455	0.507
GO:0071396	GO:0035455	0.324
GO:0009636	GO:0035455	0.417
GO:1901654	GO:0035455	0.47
GO:0071363	GO:0035455	0.324
GO:0070848	GO:0035455	0.527
GO:0009410	GO:0035455	0.417
GO:0043627	GO:0035455	0.406
GO:0046677	GO:0035455	0.417
GO:0051606	GO:0035455	0.311
GO:0071407	GO:0035455	0.324
GO:0014075	GO:0035455	0.39
GO:2000147	GO:0034762	0.344
GO:0030335	GO:0034762	0.31
GO:0008285	GO:0034762	0.358
GO:0034220	GO:0034762	0.495
GO:0045596	GO:0034762	0.303
GO:0007589	GO:0034762	0.32
GO:0007162	GO:0034762	0.344
GO:0045785	GO:0034762	0.344
GO:0007229	GO:0034762	0.33
GO:2000146	GO:0034762	0.344
GO:0032940	GO:0034762	0.365
GO:0050865	GO:0034762	0.451
GO:0120035	GO:0034762	0.305
GO:0048660	GO:0034762	0.351
GO:0048145	GO:0034762	0.366
GO:0010959	GO:0034762	0.479
GO:0051047	GO:0034762	0.496
GO:0044089	GO:0034762	0.344
GO:2000377	GO:0034762	0.341
GO:0006897	GO:0034762	0.39
GO:0032970	GO:0034762	0.451
GO:1903829	GO:0034762	0.375
GO:0070371	GO:0034762	0.306
GO:1904951	GO:0034762	0.363
GO:0001558	GO:0034762	0.348
GO:0070633	GO:0034762	0.358
GO:0072091	GO:0034762	0.366
GO:0001952	GO:0034762	0.305
GO:2000649	GO:0034762	0.525
GO:1905952	GO:0034762	0.398
GO:0006935	GO:0009410	0.454
GO:0042330	GO:0009410	0.307
GO:0033993	GO:0009410	0.491
GO:0014070	GO:0009410	0.491
GO:0009266	GO:0009410	0.329
GO:0071345	GO:0009410	0.315
GO:0071496	GO:0009410	0.329
GO:0009611	GO:0009410	0.329
GO:0046688	GO:0009410	0.417
GO:0071396	GO:0009410	0.315
GO:0009636	GO:0009410	0.605
GO:1901654	GO:0009410	0.434
GO:0071363	GO:0009410	0.315
GO:0070848	GO:0009410	0.491
GO:0006805	GO:0009410	0.484
GO:0035455	GO:0009410	0.417
GO:0033273	GO:0009410	0.409
GO:0043627	GO:0009410	0.401
GO:0046677	GO:0009410	0.605
GO:0051606	GO:0009410	0.428
GO:0071407	GO:0009410	0.315
GO:0000302	GO:0009410	0.401
GO:0014075	GO:0009410	0.383
GO:0048732	GO:0035282	0.406
GO:0001763	GO:0035282	0.428
GO:0060485	GO:0035282	0.371
GO:0061061	GO:0035282	0.36
GO:0072001	GO:0035282	0.414
GO:0048568	GO:0035282	0.389
GO:0001944	GO:0035282	0.414
GO:0001701	GO:0035282	0.312
GO:0007507	GO:0035282	0.371
GO:0001503	GO:0035282	0.31
GO:0030323	GO:0035282	0.389
GO:0071695	GO:0035282	0.323
GO:0090130	GO:0035282	0.31
GO:0042303	GO:0035282	0.31
GO:0051960	GO:0035282	0.318
