ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GO:0043269	regulation of monoatomic ion transport	298	0.450988088877101	1.66111788010074	3.37260814939724e-07	0.00102218260452982	0.000977489410022157	1935	tags=26%, list=16%, signal=22%	15945/18049/20840/15566/16497/14664/19736/19225/14825/12288/70839/20928/22368/16523/18596/15170/217303/11932/17395/69563/22066/20720/211482/14814/11517/22068/56066/19700/19092/12801/14579/13617/22065/80708/20271/12295/22063/13844/246788/14226/15558/11607/12296/18787/59091/14166/12767/109676/57780/18823/238161/100503659/12291/12293/18750/192176/11936/19260/74166/74777/14681/30948/16846/11651/105675/20266/12289/13405/170756/24012/12913/13856/52076/238871/15894/14404/18301/234779
GO:0008015	blood circulation	306	0.449464536182807	1.65733908073551	3.92317253705555e-07	0.00102218260452982	0.000977489410022157	2607	tags=35%, list=22%, signal=28%	21388/320736/15566/19736/19225/17540/12288/56543/20928/16523/216033/54611/16531/12310/60596/76365/12873/74318/19091/12801/71660/268860/13809/13617/20779/54140/12290/11689/14615/20271/17896/26433/14226/67795/15558/242202/13731/67451/11607/12296/193034/24136/15214/18166/20657/74682/12767/13388/271127/109676/71544/100952/238161/12291/20536/12293/18750/17390/192176/15465/13649/74166/11600/14681/30948/52150/16846/11535/20563/11651/14465/11835/20266/17127/12289/16534/13405/15937/52076/238871/17300/15894/50706/19204/11512/12671/18708/109552/24052/11548/14613/18810/84112/237038/20429/20541/18654/15559/14387/12845/11549/14234/21391/15200/17901/69219
GO:0007186	G protein-coupled receptor signaling pathway	358	0.435648284940375	1.61971599599723	1.21372073759527e-06	0.00210823292120298	0.00201605402518456	2346	tags=31%, list=20%, signal=26%	15945/15566/19737/19736/14825/13610/70839/110197/217480/240888/381413/232983/14527/19222/381853/321019/50779/12310/14708/11517/20292/319229/56066/68039/67903/319387/13603/12801/101772/14362/56221/12323/54609/14367/19227/12772/13617/20779/54140/54199/232431/22095/14676/100129/22063/64214/17200/13349/14745/15558/238377/242202/11607/211577/320129/18166/215798/12767/66381/70771/16952/14687/23991/14816/93896/18750/14677/12769/229791/192176/19876/15465/238252/338346/14681/19216/78896/11535/210044/20563/11651/52882/105387/56436/12289/20305/24012/238871/17300/12426/14370/19204/77037/11512/12273/74270/12671/14710/14747/230085/70355/19220/383348/12927/12929/11548/20661/14680/59289/13429/83771/84112
GO:1903522	regulation of blood circulation	155	0.511600094657722	1.80092578329036	1.86152990699709e-06	0.00242510808634046	0.00231907436308533	1863	tags=34%, list=16%, signal=29%	21388/15566/19736/19225/12288/56543/20928/16523/216033/76365/74318/13617/20779/54140/12290/11689/14615/20271/17896/14226/67795/15558/242202/67451/11607/12296/193034/15214/18166/74682/109676/71544/238161/12291/20536/12293/18750/17390/192176/15465/13649/74166/14681/30948/16846/11535/11651/20266/12289/13405/52076/238871/15894
GO:0070588	calcium ion transmembrane transport	189	0.482809349010135	1.7334983423807	3.09250677424176e-06	0.00259404231012285	0.00248062222547881	1973	tags=32%, list=17%, signal=27%	15945/18049/20840/12288/70839/240660/22368/16523/15170/69563/22066/14814/11517/22068/56066/19700/94249/14579/13617/22065/12290/12294/12295/22063/246788/14226/15558/11607/12296/193034/59091/212670/81904/109676/18823/238161/100503659/12291/12293/192176/19260/15465/233979/74166/66972/74777/108837/30948/66815/11651/12289/13405/170756/13856/52076/238871/14812/234779/56384/12286
GO:0006816	calcium ion transport	257	0.456290332625094	1.66945881487654	4.61083675183217e-06	0.00259404231012285	0.00248062222547881	1973	tags=29%, list=17%, signal=25%	15945/18049/20840/19736/19225/12288/70839/240660/22368/16523/18596/15170/69563/22066/211482/14814/269717/11517/22068/56066/19700/12323/94249/14579/13617/22065/80708/12290/12294/12295/22063/246788/14226/15558/11607/12296/18787/193034/59091/212670/12767/81904/109676/106393/18823/238161/100503659/12291/12293/192176/19260/15465/233979/74166/66972/74777/108837/14681/30948/66815/11651/12289/16534/13405/170756/12913/13856/52076/238871/15894/14612/14812/234779/56384/12286
GO:0099177	regulation of trans-synaptic signaling	352	0.424005996899845	1.57418883015216	4.4947191671128e-06	0.00259404231012285	0.00248062222547881	2060	tags=25%, list=17%, signal=21%	18049/15566/14664/116837/260297/12558/19736/19225/56839/227120/217480/327814/243961/17395/20720/207227/19339/14814/20964/60596/64085/54195/319229/18645/67903/14299/12801/75209/18212/16504/12323/12772/18733/12290/242667/59033/14803/26564/238988/240057/241770/13176/13844/15558/241568/17754/171180/18166/66220/83453/98256/14802/18189/81904/60613/243725/14816/73181/18750/14677/81907/229791/216831/17967/15465/13649/70530/22418/213760/14809/12877/16728/12038/13869/19280/26420/18605/19085/18643/12890/12426/14812/12286/380702/230085/16510/67826/268882
GO:0034220	monoatomic ion transmembrane transport	447	0.407102259533349	1.52764524661778	3.43596056776582e-06	0.00259404231012285	0.00248062222547881	2158	tags=28%, list=18%, signal=24%	15945/18049/20840/74424/16497/14664/19736/209760/12288/70839/56543/20928/240660/22368/16523/14401/15170/76408/11932/17395/69563/22066/16531/110876/14814/16527/11517/380728/22068/56066/19700/14412/226922/101772/16504/320091/94249/14579/13617/22065/12290/59033/14803/12294/20271/12295/75406/66881/22063/13844/246788/14226/15558/117160/14396/106957/11607/12296/18173/193034/59091/14166/212670/14802/71699/81904/109676/60613/57780/117167/18823/238161/100503659/12291/12293/18750/192176/216829/13058/11936/19260/15465/233979/74166/66972/74777/108837/30948/30952/52150/66658/277973/66815/11651/105675/209195/238076/102857/20266/14809/12289/16534/13405/170756/20273/24012/76252/13856/52076/238871/14404/14812/18301/234779/56384/12286/11927/16510/12724/229715/109552/11974/54403/59095/66237
GO:0019935	cyclic-nucleotide-mediated signaling	59	0.610378192196412	1.93884738059444	1.441866466685e-05	0.0046959788486847	0.00449065516663604	1544	tags=36%, list=13%, signal=31%	110385/29863/18574/17540/67252/218461/381853/54611/234889/60596/11517/54195/319229/19091/18573/14745/242202/215798/14677/216150/210044
GO:0099537	trans-synaptic signaling	447	0.398941661212474	1.49702272133696	1.38799154931641e-05	0.0046959788486847	0.00449065516663604	2060	tags=23%, list=17%, signal=20%	18049/15566/14664/116837/260297/12558/19736/19225/56839/12288/227120/217480/327814/16523/108030/14401/243961/17395/20720/16531/207227/19339/14814/20964/60596/64085/54195/319229/18645/67903/14299/12801/211612/75209/18212/16504/12323/268860/12772/18733/12290/242667/59033/14803/26564/14615/238988/12295/240057/241770/13176/13844/15558/241568/110012/14396/17754/12296/171180/18166/66220/83453/98256/14802/331461/18189/81904/60613/243725/12291/14816/73181/18750/14677/81907/229791/216831/17967/15465/13649/70530/22418/213760/14809/12877/16728/12038/13869/19280/26420/18605/13405/19085/18643/12890/12426/14404/14812/12286/380702/12671/230085/16510/67826/268882
